pathway	description	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S5	S51	S52	S53	S54	S55	S6	S7	S8	S9
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	31343.0351	35659.6374	44992.0901	46857.8943	39460.5399	42518.393	49017.212	41523.2506	35269.2378	44013.2849	45171.3542	40975.0623	58244.3433	39545.5608	51110.9301	53050.1782	49325.234000000004	48895.9584	40954.5241	41643.019	47853.1783	53517.9684	51174.9395	52255.7705	46600.5591	41234.8858	33328.1005	42576.9854	46102.9473	38228.1953	41348.3275	41866.4559	42735.7447	49744.3357	39758.5822	46733.4127	50419.0579	39326.5677	50929.719000000005	40213.9153	38789.8208	39209.3188	45483.7735	34304.348	44786.011	50453.5706	48327.2279	41909.0107	24360.7597
PWY-6396	superpathway of 2,3-butanediol biosynthesis	1920.5678	1232.9234	5260.7743	3895.7792	2088.3253	1843.9395	2432.3593	2510.2481	1904.6937	3963.1228	823.0257	1335.4986	1398.4028	1063.4264	2325.3514	3075.3065	1568.7913	1505.5653	4035.3812	1991.1875	2688.047	2435.8181	5027.005999999999	1583.4541	3790.2166	2884.7572	2269.5224	3038.8455	6772.6089	2489.2922	1197.9541	4224.5569	2560.3699	3244.7594	2421.2814	3110.9863	3003.0801	1306.3066	1159.4182	1712.7220000000002	1207.6665	3957.7223	3949.1807	778.1763	1118.5049	4609.627	1684.4074	1040.1451	999.9186
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	62.7556	125.2424	94.4293	604.5166	59.9387	137.8168	110.958	282.9806	123.1773	2461.1599	64.1309	67.8614	70.7757	102.0455	70.4528	892.0345	49.1617	120.9255	269.6196	281.5991	196.0904	55.5441	3207.7475	185.4408	703.5799	198.8839	625.6861	248.0703	3880.9068	23.2816	41.1162	89.9366	364.773	105.5808	53.8885	610.1482	37.9507	30.4746	35.649	59.5341	97.204	45.7195	824.9961	49.8875	2.8455	2379.6705	112.9774	35.5096	19.0749
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326.0779	0.0	0.0	0.0	864.2584	0.0	2252.7135	0.0	0.0	0.0	1003.3798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.8921	0.0
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	14948.52	12276.57	20806.53	15683.99	29090.74	29884.93	26894.92	26213.24	13147.14	24095.41	24110.81	22799.22	46446.26	18802.73	26440.7	23138.07	31454.85	30796.31	16611.49	26499.01	18708.17	17302.25	21438.4	22324.19	20679.13	25282.65	12034.06	18666.68	15941.66	18324.64	26027.74	18229.77	18627.99	33817.98	18270.48	32584.65	20168.87	13770.71	26673.28	19420.72	11761.03	18851.41	19619.66	26405.09	26800.48	28010.76	22624.11	26353.9	11397.25
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	4017.9489	4849.7689	16552.9108	14000.8314	2627.2129	4363.9478	10927.7757	8747.9337	7597.592	5417.3226	1826.3119	5073.3358	1908.8785	3397.2453	9716.8259	17065.1088	1672.3949	5075.0322	12514.0392	7988.5085	13484.997	6658.1463	7321.5948	3535.89	4920.4596	5180.1424	7272.0686	15536.0282	11834.7965	5030.2333	4498.8289	14516.8894	13552.4693	11367.4143	10010.8135	7745.4945	2394.5501	2492.1167	6062.1483	7938.0419999999995	4056.3286	20233.6296	10608.2625	850.2443	3854.5141	8572.6182	4297.6549	2685.1672	5446.8255
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	12759.5677	13230.0327	26555.4428	23372.2553	9814.8971	14112.3082	20557.9271	19355.8812	15377.548999999999	18624.1858	16976.547	13616.0431	9060.0668	16396.213	23161.7338	26557.1981	9543.0401	17374.9033	22797.6868	17606.5419	24381.3358	18208.653000000002	24212.4034	25639.9249	20861.1336	18693.9169	18743.0943	23487.0373	28033.1201	14257.7812	11251.1295	21540.0039	22312.8554	17715.5303	14796.117	16767.2768	19428.517	9454.8343	20010.1411	18409.2083	12174.3911	25155.699	19916.2866	4304.0737	15101.0734	23227.6743	21245.1721	17668.2136	12726.7965
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	5406.9751	2766.357	2096.7962	3524.0392	3672.2258	6102.468000000001	3079.9963	4771.2554	3752.4781	1911.6345	2178.8036	4899.5731	5503.128000000001	4887.9602	3192.9025	2708.7583	5706.7265	4628.8053	3721.7984	3096.6744	6842.0636	1453.7103	2300.9143	3434.5261	4395.9893	3299.1059	2907.0127	2730.7334	2403.6098	5360.9284	2546.7532	3730.6809999999996	2787.1540000000005	3503.6634	3032.7283	3893.8022	5596.5875	3159.5643	2535.3913	6096.7093	2346.2096	2581.8041	3920.7561	2835.1419	2485.3375	3006.6204	3292.9012	3301.8036	2519.2973
PWY-6505	L-tryptophan degradation XII (Geobacillus)	130.6758	111.3567	131.4466	190.5454	107.7789	353.26300000000003	104.4103	271.694	247.1305	244.5355	70.1182	145.3566	183.8993	105.9161	4.446000000000001	211.1264	68.9699	274.4979	223.4324	169.3124	245.9461	54.3492	376.7731	179.53	2786.8827	258.1597	293.002	194.6806	394.5611	304.8243	234.1888	280.2176	190.0658	132.0412	168.1568	549.3045	67.4324	401.2067	64.5934	86.4897	140.3875	137.9185	267.6034	276.8542	289.9596	254.1131	223.1297	172.6706	165.6022
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	15593.0135	16684.8625	24483.562	16560.0219	25141.7214	21298.5241	22752.6523	14872.9155	11654.9235	27442.5329	21671.4662	34381.6661	15070.7553	30763.578999999998	7583.4256	15508.6175	14812.2658	41216.5364	16246.3209	23528.8592	18156.3464	5978.5329	16260.0459	30186.5767	13443.308	22971.8294	16302.5497	13707.058	10134.4145	20949.3011	38043.4441	22534.7268	15440.5385	21766.7391	28395.2681	36330.1327	39616.2245	15015.364	32643.7147	13936.4053	27723.2949	29762.2157	27736.4434	31336.5872	28289.7036	32597.2979	36300.2594	24053.5576	6785.3505
PWY-6519	8-amino-7-oxononanoate biosynthesis I	18541.4745	22968.0816	36751.0029	25206.5524	29953.1124	47163.0556	35068.5812	38192.6802	18681.9114	39502.87	23264.127	39925.2981	21709.9401	32934.6973	17735.175	23792.9432	21455.5354	54799.8331	27080.2938	32507.3391	25310.37	15586.5545	37066.4815	34795.0511	26129.2998	31314.6885	21564.5464	27566.7884	25239.9236	25344.8763	43472.1919	30290.1203	23572.5437	33717.0993	35423.3549	48812.0442	32636.8209	19787.3264	34159.3527	19383.4466	25231.5888	31977.7113	35037.932	40493.2285	32582.4872	48550.7987	40086.494	32208.9789	8070.7758
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	8765.0478	8440.546999999999	13071.6233	17362.9619	8901.7202	13692.8298	10451.3707	12287.5314	18150.6628	23589.3063	23244.1417	13393.434	6345.9687	11727.7614	9602.9004	13192.4936	8394.3356	16159.2742	13688.8199	12573.4298	17718.8304	26161.5755	21500.1192	20610.2345	18263.3759	11055.9214	9864.2519	8463.6869	23964.9038	8886.254	17581.5151	13318.7086	11650.8116	9357.9773	8154.6422	13092.5702	20272.9641	26733.7829	16003.1011	12674.9244	7313.1344	6478.6023	14665.6143	10003.9088	11018.8263	22074.5487	19088.1717	14633.4435	9058.2876
PWY-6562	norspermidine biosynthesis	732.9316	1111.4816	11544.3324	6163.2459	303.8668	829.9723	1354.7779999999998	1393.8883	1465.2946	7229.2833	433.8611	891.4289	311.4806	436.4494	737.4129	2408.1385	368.8348	1392.2161	6535.6184	2982.0861	4587.9214	1025.1751	8554.5077	1392.6819	2017.8966	1223.5149	1749.8399	2436.4888	8577.8308	587.2556	713.3489	5863.9169	2077.409	5704.9294	5381.4479	3474.7768	467.9854	471.9034	730.0382	1626.501	513.2028	2093.0142	2406.7247	541.9377	1251.6395	8349.7177	2815.5981	574.0423	373.3914
PWY-6565	superpathway of polyamine biosynthesis III	531.6731	769.3437	12367.2222	6369.6876	34.8472	519.3825	701.9032	968.4776	1090.9547	74.7129	17.7992	799.7143	37.6336	43.72	641.5989	791.1719	76.2123	185.12400000000002	3289.2697	1253.9674	1588.6116	1027.8974	268.625	122.9038	118.0483	121.9896	206.0256	1232.836	1045.6849	581.6828	714.3096	6111.0194	2101.965	5809.9115	5701.7321	1019.5260000000001	279.757	415.8591	386.1778	1637.4945	459.1321	2124.1109	1899.7271	29.5846	0.0	1008.505	573.3509	407.5527	101.72
PWY-6572	chondroitin sulfate degradation I (bacterial)	3411.7318	5578.2536	1535.4321	1333.5641	14856.328000000001	7645.5811	6994.6539	5055.3574	2134.8384	14251.973999999998	10511.3741	16393.4674	10342.935	14996.9212	1535.2177	2677.2109	1309.7934	11969.0078	1709.7184	10208.771999999999	1132.6455	942.8983	5212.6587	4522.9058	2180.6332	10292.5835	3793.1193	2918.7312	1172.3068	5955.5327	20304.3216	2819.7276	3149.1442	7578.054	1832.2829	6193.9348	6743.0147	3458.7514	12878.8723	750.2535	4053.6073	4779.1888	5886.7133	4953.7664	9871.957	8182.755	3705.7439	10715.7685	950.2561
PWY-6581	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	0.0	0.0	0.0	25.3846	0.0	38.7225	0.0	42.1964	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.7068	0.0	0.0	0.0	0.0	0.0	0.0	27.5896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4827	0.0	19.0928	0.0	0.0	0.0
PWY-6588	pyruvate fermentation to acetone	14240.1297	29068.4355	12875.6028	19617.3235	13563.7174	8681.3168	13404.0765	10168.9992	12111.8329	7264.8081	6427.6938	13777.1295	9146.4512	19425.9751	26953.5862	28560.1096	20231.4281	16456.9261	16019.4795	13799.5603	24670.3251	27042.2282	34719.9298	18953.2508	14714.5298	19633.4858	18400.7233	15839.3633	14152.2838	24285.0868	9212.0024	16671.6769	18926.3302	12422.8168	30475.6584	12628.5951	30706.4168	6788.6484	15920.6104	14735.2024	33833.263999999996	17088.2047	27301.7461	10169.1411	18418.9753	14766.152	14540.6372	14391.2158	5995.3276
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	10485.8914	12193.5989	15087.7677	14718.923999999999	14087.3734	18134.5321	15778.0483	18069.0261	13897.0124	16376.6714	7123.9877	15480.3335	13045.0864	14304.2673	9176.3128	21620.3672	5886.7308	15516.778	14695.6332	15648.7562	17464.671000000002	7942.0849	21522.8386	10821.3759	18237.9711	15942.0414	13499.0764	14775.5043	13159.421999999999	15764.2216	12387.2627	17330.9778	17705.6774	19043.0865	16529.881	19075.2205	10120.6524	9533.1624	11751.9886	12939.3403	13590.4374	16035.883999999998	20523.7642	13464.7952	17530.395	22063.0322	12647.2642	15571.3223	6712.2638
PWY-6608	guanosine nucleotides degradation III	18643.0789	11427.5749	31043.4957	27584.2356	22587.506	19951.1061	19091.1696	21299.1474	16128.4467	14978.7279	9883.6406	18685.5998	24794.4468	17368.7575	10288.7501	18229.3427	7703.1623	14608.8341	18815.4416	22057.8386	17737.2486	8194.0852	19325.7642	15316.6712	30227.7925	27176.1679	15067.6108	21116.7118	22944.4811	20941.2168	11940.7659	25086.7262	17642.2979	27189.5802	33091.4004	21324.1637	22012.3892	24788.0194	17727.8047	11234.5641	17546.4445	18950.2279	21325.9452	14540.5813	16040.0581	17616.7286	15237.9516	29027.3194	7552.0753
PWY-6609	adenine and adenosine salvage III	32407.5967	34977.0237	47239.2497	46693.6087	39576.1802	36497.095	50697.5586	37555.8301	28218.7904	38663.3888	44914.2285	39851.2257	55669.68	38836.3933	53444.8154	52848.1444	47981.8837	48109.3814	41464.7381	41113.0899	47848.584	53080.791	45299.8561	52193.46599999999	38124.246	43922.6979	31659.4499	45544.4114	39488.4216	38238.6919	40078.5029	42807.062000000005	43090.184	49520.3647	38411.0224	44218.1221	49541.7844	23521.2067	51062.3511	41229.7997	35687.4029	41780.8302	44481.272000000004	32567.9816	43227.0784	45208.1212	47739.035	40167.6991	24427.629
PWY-6612	superpathway of tetrahydrofolate biosynthesis	25553.2708	28534.2433	38286.2224	34126.3695	36680.8983	41999.0994	42385.9658	39020.9873	28954.5957	39823.6406	37920.2703	36629.0053	55315.0334	35359.3714	28926.4702	43265.8292	40227.2597	43083.8542	32514.2174	37429.0278	38313.774	27014.6796	43495.2	39606.5254	35381.3034	36382.3171	26260.7907	34078.8378	36629.9976	32121.4231	38216.803	34503.8108	34866.9779	45764.7624	35824.1583	42968.7506	38307.4283	29716.0399	45224.4055	33945.2778	33275.1094	32066.1294	37441.3929	32528.2499	40490.9188	44094.3764	38855.0146	37387.201	19377.3077
PWY-6628	superpathway of L-phenylalanine biosynthesis	19693.6198	29938.6426	39314.5015	36863.1887	23220.5311	25157.4004	27550.4366	26908.9884	23168.9492	31039.9701	22084.4857	25966.4244	27376.4242	27621.4782	39701.4325	37943.8955	33124.564	29710.7133	29649.6022	27322.0633	35043.7593	49599.1015	43225.7999	29511.6355	32491.5466	29371.533	24868.7312	27127.1498	36517.744	28796.7888	20147.5321	33136.0058	30821.2228	35164.9141	35409.9534	29574.9877	38309.4168	17989.0358	28776.4809	26369.2308	31788.4043	28307.8344	35507.4755	19629.8012	29946.5447	37534.9519	28217.7323	27325.814	11694.7926
PWY-6629	superpathway of L-tryptophan biosynthesis	3203.1646	6571.5923	6620.2416	3130.1184	9759.7517	4827.4685	11473.524	5732.9059	7058.630999999999	2563.8720000000003	1234.212	12877.4366	5415.9521	14838.9216	4015.7771	2699.7778	1619.3339999999998	3410.9443	5312.0914	13540.0384	5931.5498	2424.706	4520.2993	1742.4771	5093.748	6241.4618	6911.0151	13570.8387	3164.7683	6779.6077	3836.7154	7540.0551	4647.0218	6472.5565	20655.3193	5885.4055	1934.8333	4714.4425	2326.5012	4123.1583	13035.6185	11231.7785	3635.5121	3377.087	460.5457	3037.9354	1676.8017	19845.8813	1653.9165
PWY-6630	superpathway of L-tyrosine biosynthesis	18974.6159	27362.7017	37667.4401	35885.2765	22336.3616	24830.6712	26655.9864	26270.2331	21718.1039	30325.6614	21489.6624	25646.4742	25258.8946	26747.7532	38865.7107	35289.7441	31679.0292	29249.8365	28778.2552	26491.9167	33191.7859	47685.1373	39207.2023	28867.4521	31884.2391	28409.8949	23912.8464	26303.3238	34858.998	27152.4252	20006.7799	32045.3902	29313.5899	32901.9199	33132.8565	28849.727000000003	36816.6702	16773.1604	27996.2153	23989.0016	28709.7395	27614.1871	34092.526	19380.1382	28234.772	36358.435	27842.5547	26698.9129	11266.9259
PWY-6641	superpathway of sulfolactate degradation	66.3936	85.3756	77.25	514.6279	76.5447	401.2456	90.3308	285.8414	91.6973	301.8313	44.9393	40.4223	23.6157	50.5763	36.1717	271.0702	17.1621	159.1441	136.4384	117.3884	135.0692	43.051	300.8925	34.4375	696.403	214.8489	289.0385	148.1765	317.6489	43.6532	137.5694	178.9785	139.9919	115.868	29.1269	254.4098	17.4279	41.5912	29.4129	48.7721	42.4343	82.4821	40.7969	117.7739	22.3384	256.7318	43.1213	37.3055	41.6291
PWY-6654	phosphopantothenate biosynthesis III	0.0	0.0	0.0	278.5901	0.0	114.8006	0.0	31.9834	17.9915	0.0	0.0	0.0	0.0	0.0	0.0	7.9988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.973	0.0	0.0	2.9998	0.0	0.0	0.0	0.0	0.0	0.0	7.9986	61.9483	0.0	19.9914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	410.0284	847.7246	903.8679	578.7922	1259.6577	601.9922	1588.5098	932.1476	1596.6638	464.1041	175.1341	1248.5002	618.9768	1727.993	452.6666	567.5776	199.8583	428.3532	785.3996	1921.3961	838.7	318.5632	728.0474	296.7147	1623.8686	762.2863	936.186	2064.7103	678.8946	1130.0956	438.6167	1097.7506	673.2894	958.6782	4749.4611	1138.6431	287.7173	766.8489	310.8465	579.6083	2233.5524	1614.9379999999999	688.0723	545.9987	99.8863	605.1785	481.6236	3394.1164	405.3428
PWY-6700	queuosine biosynthesis	21082.6604	20470.6458	31795.0166	28630.3138	36259.7615	36489.2376	38234.8646	33594.9001	26312.897999999997	32905.6325	35283.8965	31958.4213	56651.4756	27386.7074	15119.8885	36223.5785	21004.3543	40394.4278	26013.8351	34909.3525	30018.6115	29234.2053	32117.3687	34818.0592	30758.2994	34197.2974	19103.6925	27076.0286	27400.8817	25824.4087	34500.6999	28687.0207	29599.2773	44039.6754	27064.5798	41518.0275	30498.7418	34696.538	40081.7083	29364.006	19212.1527	26010.1614	30502.7354	32359.3868	35818.0788	39149.7912	34739.2821	34732.9084	17445.6256
PWY-6703	preQ0 biosynthesis	16322.8043	19288.9242	27810.2097	23638.292999999998	25752.9926	35944.1421	27469.8826	29924.4934	23311.7659	32639.9442	33192.2115	29079.9771	25729.124	26653.6799	13882.1276	30629.4017	19454.1834	35878.4871	23035.0373	26312.4404	27494.6851	27362.0036	29214.6844	30549.3227	25123.2996	26015.3699	17472.1289	19021.5886	24016.3084	22647.5265	34033.3193	24997.3616	22798.7094	27619.6598	28128.5015	34237.9573	27893.2496	32351.1785	33231.0858	22028.3324	27138.9513	21069.2532	27480.8765	27362.2642	28324.3705	34809.4991	31337.6327	26444.6643	14869.9305
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	3567.2933	3766.5616	17258.5446	10538.7434	5336.3439	21459.1227	6397.1734	18328.4009	9238.0757	9151.3499	2455.709	5694.9184	4540.605	4471.3013	4656.0626	7078.8344	2074.1578	5326.2334	7979.2484	7755.794	8272.3916	3531.0476	11200.0986	4361.0978	15681.7805	9634.5742	5026.6665	7496.5651	13165.9306	5201.3295	4411.5241	10991.5929	6981.5576	11378.865	14005.9834	8501.1141	2941.9368	5866.3451	3034.2857	4153.3732	5066.4669	8370.0638	7204.7678	5069.7845	5480.2004	10429.1356	3809.1992	7430.2185	2429.1197
PWY-6713	L-rhamnose degradation II	33.671	43.1452	26.5196	90.9726	17.2906	57.8401	26.6245	85.8599	54.3107	38.4625	20.8116	22.2464	34.2647	29.6534	0.0	103.7613	11.9369	30.27	42.3911	42.1385	34.0155	44.6425	53.1969	31.623	432.9457	89.8186	127.9143	27.5132	100.0448	34.0944	0.0	62.3516	42.7192	99.6286	9.939	80.1961	14.7535	38.2813	23.3643	0.0	29.2311	28.753	114.8563	87.4891	52.5551	49.1023	38.5344	27.0254	53.3358
PWY-6728	methylaspartate cycle	680.7047	485.5314	516.7409	1996.6809	633.9061	3156.5803	1137.9272	3340.5987	1832.8536	4408.9671	641.7932	1301.4062	779.2089	669.3976	662.7328	3619.6463	480.4764	1622.3912	1494.5448	1463.6873	1302.3274	289.5929	5948.3991	1029.6111	7121.8406	1366.1869	2036.1739	1218.6179	4981.2182	1323.8436	1214.4898	1325.7216	1376.2949	938.6554	367.9526	3867.6081	234.0123	800.1488	393.7553	545.0208	670.9624	556.844	2494.4631	1919.2569	661.0592	4049.5919	1257.4294	607.2643	580.3537
PWY-6731	starch degradation III	4.9958	3.7484	16.2427	16.2387	0.0	0.0	0.0	26.8543	34.3344	43.6238	0.0	0.0	42.3078	0.0	0.0	41.1113	0.0	42.3255	18.1122	8.7468	17.4859	0.0	75.9892	36.1251	595.1814	34.9429	25.5637	31.8372	98.35	12.4834	20.5764	32.4598	21.2204	31.8362	19.9875	51.6644	11.8523	31.2298	14.9648	6.2459	0.0	13.1157	33.6668	8.1169	14.9778	54.2143	8.1177	24.3492	11.2175
PWY-6737	starch degradation V	33847.4204	37362.7663	39256.6359	45111.263	46838.3023	40055.3732	50245.2744	37511.5348	32565.0922	42444.2757	56149.6447	50189.4419	62674.4274	44041.3633	45789.015	48368.4758	46168.4815	64375.6158	36271.9023	45958.2666	42281.8681	44945.8976	42740.0326	64804.5631	37837.0287	43498.9373	31314.5943	37955.6109	34023.4529	40632.9106	53916.1783	38280.0762	39414.4287	48893.1208	37771.2984	51479.6406	60231.559	39386.9052	62154.7802	40089.3224	38776.4705	37484.6462	47011.1719	41093.9014	51708.678	50786.1341	59811.4122	48948.1383	25323.0521
PWY-6749	CMP-legionaminate biosynthesis I	1394.5702	1216.8515	3925.8298	2402.4195	1075.4103	2145.4676	3317.5661	2343.2902	1851.9065	1469.3668	6900.9986	1840.251	5073.4956	888.431	1758.0931	1740.5575	2774.6192	5197.2582	3839.0542	3472.7881	7975.9661	983.5119	2039.3169	7492.8071	2853.5859	2636.3463	1670.2316	4547.4311	2261.4706	1965.4558	3172.1633	3332.4662	2186.1147	2661.5548	2150.5511	2508.5003	6283.4371	2369.2025	5476.8516	2347.3025	1302.7822	11178.9454	2534.0387	2826.9205	3416.4221	2927.5738	4723.6198	3740.2146	3512.6562
PWY-6876	isopropanol biosynthesis	53.9484	123.7706	58.6096	161.5433	29.9824	211.0982	65.9295	429.463	124.914	187.1705	83.52799999999999	103.835	85.2194	93.8575	21.3333	292.4322	0.0	116.1243	213.6596	23.99	98.2089	37.9777	183.0137	90.5466	1733.1669	135.6912	167.5462	100.4895	315.2081	171.5694	223.77700000000002	85.2921	96.7265	141.3609	43.9734	243.6217	6.3395	93.1688	47.9604	61.5257	13.3976	50.2989	134.1314	386.9097	137.0404	167.6757	166.2639	95.8422	112.2882
PWY-6891	thiazole biosynthesis II (Bacillus)	11065.058	21654.4734	21354.9769	16364.0341	10703.5903	9786.88	11168.2126	10669.1993	11670.6415	14655.7576	16276.7611	14802.2638	7746.2512	20154.7327	18296.9041	18500.8331	17755.3831	14632.1346	13781.0081	13142.3064	19938.8713	24150.4219	23306.243	13529.6806	8225.3948	14153.601	13213.0528	11230.5695	9689.4754	17187.7057	16002.7516	16557.2955	15041.7549	15266.2117	24463.0206	10569.6565	19144.7976	6623.8242	19122.2932	15447.4201	24230.2317	14176.3765	17944.2301	7823.8527	14536.6415	12802.2854	13886.298	14993.5566	4560.9647
PWY-6892	thiazole biosynthesis I (E. coli)	22048.5906	32285.132	32077.3596	31923.4017	28467.3598	34736.3211	26536.1394	28367.7447	24357.6599	39387.7571	30103.8994	39510.1121	21898.6842	38691.9309	28013.8511	32057.4251	24998.5855	45252.6682	25041.5753	30014.9939	29875.996	52520.4271	41714.3937	37548.7379	27622.4368	29989.0814	24970.2031	19110.9589	27073.2169	28966.3092	41515.4086	28987.0601	27081.9254	27317.6297	32801.5573	39745.7245	36345.135	27249.627999999997	40197.9224	25111.0114	33706.3015	26532.4241	36041.4699	31782.4637	32671.3555	43617.1576	38822.9962	32318.2313	11345.8432
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	18507.5338	20750.6942	27208.0515	23748.6095	25415.4511	24362.28	25415.2592	23971.6947	21181.5484	28941.5864	28401.3929	26821.9969	25782.8545	27057.6234	11772.0167	30613.6993	20213.8094	31104.5657	21028.3107	26916.7831	27203.2419	11642.5276	33414.6096	26293.8406	20272.4757	27040.1115	18197.03	20590.7712	21581.9395	24305.21	29647.6176	23748.674	24701.9943	32659.52	26802.8202	27207.509	27987.32	19115.4429	33307.8723	24469.3379	20706.5704	21680.1306	27514.9284	21108.3622	28888.7971	29259.6745	26526.8817	28335.7616	10482.2411
PWY-6897	thiamin salvage II	21936.6199	20299.4252	28934.7298	33863.4331	37450.42	38125.0366	37037.3329	34455.1045	26406.7179	37352.3125	33446.7327	32619.1154	59328.3331	28534.5896	11216.2975	36969.6912	20844.5098	41949.7236	24422.206000000002	35730.8254	30224.8935	12102.4572	36906.8518	33618.5986	32082.3691	34026.9291	19709.2986	26533.7927	31374.8177	26414.482999999997	36174.3286	26332.4898	29321.873	44410.9352	26888.247000000003	43549.6443	30564.4441	35457.076	39282.8019	28726.4724	20094.9608	24965.011000000002	31002.7135	35246.1091	37068.8841	42356.6579	33393.9449	35395.2826	15706.3602
